## Term ##
US7402246 3905136 133
US7628912 3905564 165
US7402245 3905983 171
US7445715 3906386 91
US5814161 3906739 196
US7445714 3907370 137
WO2012095867A2 3907888 172
US7374693 3908734 117
US7239718 3909255 185
US7780858 3909965 80
US7780859 3910302 102
US20080099051A1 3910592 103
US20110266954A1 3910899 203
US8058058 3911528 161
WO2011036684A1 3912041 73
US7578938 3912447 169
US7578939 3912910 53
US20070257016A1 3913171 127
US7875462 3913673 135
US8057676 3914157 104
WO2005023431A2 3914637 264
US8057674 3915538 152
US8057675 3916077 40
US7771599 3916266 103
US20120326963A1 3916626 94
US7802623 3916963 221
US7906086 3917486 137
US7771601 3918078 121
US7820060 3918542 70
US7820061 3918819 276
US7572390 3919724 175
US5714716 3920306 192
US20080099052A1 3920902 88
US8254678 3921136 9
US20050198570A1 3921190 141
EP2290780A1 3921755 67
US7572378 3922007 155
US7563424 3922682 95
US6327338 3923026 171
US7236652 3923711 180
US20090252424A1 3924114 154
US7407582 3924612 181
US7407583 3925040 139
US7407580 3925381 212
US7407581 3926011 89
US7407587 3926500 48
US7407584 3926753 106
US20010037191A1 3927194 112
US7582474 3927645 139
US7717270 3928088 146
US7717271 3928667 134
US7717273 3928972 29
US20110135191A1 3929163 63
US7534616 3929513 46
US5469490 3929788 150
US7998710 3930528 157
US7993527 3931276 53
US7662741 3931508 37
US7993522 3931703 157
US7943058 3932227 127
US7943050 3932700 64
US7648631 3933012 194
US7935261 3933734 216
US7670495 3934432 114
US5579408 3934895 134
US7927484 3935284 179
US7837865 3935960 186
US5987170 3936513 178
US20110297010A1 3937138 137
US7527740 3937540 145
US7501059 3938003 124
US7897375 3938451 182
US7844905 3938840 167
US20120130153A1 3939433 66
US7527964 3939783 104
EP2557781A1 3940236 163
US7776217 3940699 78
US7776216 3941081 164
US8007665 3941719 166
US7776211 3942144 165
USR40943 3942740 166
WO2010003393A1 3943455 200
US8017365 3944008 129
US8017366 3944434 211
US7662347 3945216 288
US20070141403A1 3946064 158
US8339622 3946649 125
US7381310 3947000 157
US20040028281A1 3947642 75
US7699991 3947899 168
US20120282384A1 3948424 161
US7699995 3948832 79
US20130044944A1 3949242 115
US7413656 3949619 230
US7413655 3950504 86
US7413654 3950881 113
US7615149 3951203 58
US7413650 3951450 71
US7615147 3951793 144
US7413658 3952228 74
EP1188540A2 3952627 442
US7537702 3953383 84
US7537704 3953773 255
US7537706 3954855 197
US7842185 3955729 35
US7842187 3955900 72
US7842186 3956203 159
US7749447 3956826 211
US7731843 3957806 172
US7731842 3958279 153
US7731841 3958925 148
US7842188 3959300 79
US7695614 3959645 155
US7350961 3960298 202
US7544296 3960933 137
US7867396 3961539 84
US7980257 3961862 274
US7867399 3962542 264
US7887708 3963386 65
US20120106037A1 3963620 71
US7919304 3963839 112
WO2001071826A2 3964295 68
US7384553 3964611 144
WO2012001415A1 3965055 57
US7727434 3965276 82
US6003789 3965540 248
US7931808 3966312 113
US8083944 3966787 199
US8083947 3967507 66
US7931802 3967904 123
US7931807 3968257 42
US7931806 3968496 83
US7470370 3968897 117
US7027633 3969358 113
US8012352 3969979 117
US7529748 3970513 128
US20120262107A1 3971055 209
US7737320 3971494 139
US8050441 3971973 87
US7449108 3972247 114
US8083837 3972604 101
US7815781 3973028 80
EP1220143A2 3973423 86
USR40734 3973761 74
US7442301 3974145 158
US7442307 3974673 206
US7442306 3975315 55
US7442305 3975624 73
US7442304 3975950 67
US6785410 3976223 170
US7554098 3976831 152
WO1996005569A1 3977279 184
US7445713 3977944 78
US7550087 3978247 219
US8021549 3978977 128
USR42592 3979397 75
US7587417 3979735 128
US6051334 3980225 106
US20040196599A1 3980514 143
US20100017290A1 3980849 156
WO2011136802A1 3981146 73
US7597747 3981409 174
WO2004010518A1 3982074 164
EP2067524A1 3982633 220
US7815810 3983108 257
US7374682 3984137 178
US7781194 3984638 136
US7374681 3985153 78
US7374686 3985514 43
US7374687 3985768 164
US7374685 3986292 115
US8075773 3986730 174
US20120159620A1 3987169 132
US7374688 3987672 28
US8075776 3987842 171
US8075774 3988548 116
US7650319 3989019 106
US7972507 3989485 164
US7428926 3990019 153
US7967979 3990594 96
US8369656 3991172 139
WO2000076051A1 3991631 81
US8039206 3991979 56
US7820050 3992270 128
US7820057 3992738 193
US8238566 3993314 134
US5796857 3993558 85
US20120233649A1 3993882 112
US8038882 3994540 249
US7351387 3995060 117
US8038880 3995408 156
US8038881 3995933 52
US7354516 3996224 89
US7661658 3996608 289
US7354512 3997159 104
US6327387 3997574 104
US7624626 3997896 27
US7789246 3998085 154
US8023710 3998522 143
US20100070078A1 3999124 94
US7582444 3999460 200
US7943040 4000030 188
US7943044 4000789 128
US7943046 4001233 98
US5352421 4001714 262
US7943049 4002797 112
US20090303668A1 4003361 147
EP2204772A1 4003721 159
US7846341 4004236 289
EP1293388A2 4004920 131
US7956017 4005311 61
US7618538 4005593 113
US20080254344A1 4006082 135
US8232996 4006649 166
US7618537 4007045 49
US7618536 4007315 101
US7635671 4007660 153
US7850848 4008060 164
US7378022 4008756 130
US7378023 4009293 72
US7378021 4009628 122
US5239446 4010142 122
US7794607 4010525 99
US7964019 4010999 138
US7763166 4011466 109
US7377959 4011852 158
US8067661 4012353 142
US8066799 4012898 176
US20110159330A1 4013522 51
US7615152 4013700 188
US7615153 4014132 69
US7615155 4014503 203
US7615156 4015049 76
US7615157 4015332 131
EP1447221A1 4015849 219
US7601960 4016381 84
US20090070415A1 4016817 178
US7909177 4017375 199
US5307649 4017913 66
WO2008062879A1 4018227 114
US20120307425A1 4018613 108
US6333992 4018951 172
US7614822 4019458 139
US8379954 4020107 123
US7927508 4020528 122
US7731850 4021050 151
US7731852 4021463 125
US7691980 4021917 94
US6200468 4022410 271
US7535469 4023354 166
US20060001398A1 4023858 51
US7981642 4024040 139
US20100289450A1 4024431 88
EP1129250A1 4024824 503
US7540936 4025305 149
US7998219 4025777 43
EP2391122A1 4026025 90
US7550086 4026266 198
US7857980 4027110 170
WO2011104633A3 4027684 185
US7934603 4028104 129
US7934605 4028625 208
US8083950 4029134 232
US7413890 4029896 149
US7931812 4030554 99
US7183748 4030980 157
US7931816 4031471 138
WO2012006580A1 4031936 148
US7931815 4032382 113
US20130007949A1 4032865 123
US7470362 4033425 157
US20100242184A1 4034019 81
US7470369 4034320 108
US7695973 4034849 85
US7625485 4035192 121
US20030063781A1 4035665 107
US20020097567A1 4036023 107
US7666308 4036358 126
US7666307 4036981 90
US7666302 4037358 145
US20100310916A1 4037799 89
US7666300 4038250 65
US7846743 4038614 68
US7790034 4038898 219
US7442315 4039628 68
US7442310 4039967 129
US7442311 4040456 82
US7442312 4040929 104
US7442313 4041369 111
US7682821 4041836 60
US7682823 4042139 112
US5455737 4042622 196
US8021552 4043058 142
US8021553 4043574 99
US8021551 4043913 219
US8021556 4044423 190
US8021557 4045068 212
US7578262 4045931 165
EP1271392A1 4046525 137
WO2009069673A1 4046988 274
US7685276 4047461 248
US20090144887A1 4048292 139
US8048311 4048883 102
US7815801 4049285 40
US6076044 4049552 188
US7815804 4050273 166
US5670267 4050810 88
US8048316 4051133 82
US8048319 4051489 163
WO2012167924A1 4052120 133
US20120150876A1 4052536 160
US8075766 4053032 136
US7972408 4053551 163
US7780946 4054102 233
EP2164009A2 4054893 146
US20090236419A1 4055326 159
US6072161 4055895 207
US8357550 4056355 204
US8061531 4056886 105
US7820047 4057211 227
US7889498 4058052 71
US7820048 4058271 140
US7820049 4058672 125
US20120162957A1 4059221 127
US7404902 4059575 118
US7497947 4059989 49
US7404906 4060227 31
US7404905 4060395 138
US8038638 4060967 125
US7497949 4061492 151
US7497948 4062073 60
US7505178 4062450 106
US7976707 4062757 216
US7572352 4063352 143
US7976703 4063777 168
USR42669 4064429 258
US7396688 4065465 114
EP2462270A1 4065979 18
US7645380 4066080 115
US7645382 4066466 99
US7645384 4066773 118
US7645385 4067265 211
US7645386 4068000 209
US7645387 4068745 189
US7645389 4069546 99
US20120296897A1 4069926 141
EP0838134A1 4070377 231
US8075779 4071201 95
US7883622 4071425 172
US20110052069A1 4072155 133
US7585132 4072458 72
US7754471 4072780 240
US7136526 4073309 110
US7727392 4073645 144
US7727395 4074076 92
US7727396 4074390 138
US7727397 4074833 65
EP0135822A2 4075180 76
US20090284645A1 4075527 157
US8075771 4075889 36
US7850850 4076106 148
US7850851 4076850 272
US7850853 4077473 191
US7392233 4078154 186
US7850859 4078648 148
US7504029 4079079 45
EP2098190A1 4079318 200
US7678199 4079888 161
US20090094465A1 4080341 84
US7378019 4080562 131
US7910008 4080994 151
US7790036 4081458 75
US7548916 4081809 156
US20060250108A1 4082289 29
US7910005 4082399 86
US7910006 4082827 311
WO2009054721A1 4084009 217
US8293401 4084800 137
US7927848 4085088 76
US7556739 4085447 158
EP2332665A1 4085889 88
US7556730 4086226 144
US8200010 4086602 119
US7556735 4087059 111
US7556736 4087530 187
US7556737 4088086 80
EP2136332A1 4088440 137
US7754099 4088748 179
US7923039 4089296 106
WO2006070816A1 4089708 176
US6824917 4090361 121
US6621926 4090878 200
US7833359 4091438 172
US7402247 4092076 242
US8043505 4092575 221
US8043507 4093061 82
US20110244718A1 4093436 170
EP0713186A1 4094089 159
US20080296789A1 4094533 163
US20110157783A1 4095247 105
US8033214 4095592 232
US7368542 4096243 76
US7981294 4096584 73
US7492127 4096869 135
US20030146301A1 4097213 182
US7875181 4098065 84
US7713686 4098423 95
US7875186 4098773 128
US7445927 4099295 103
US20090097221A1 4099788 257
USR40565 4100598 68
US8083966 4100906 157
US20060137719A1 4101590 91
US7520493 4102011 169
US20070298315A1 4102740 121
US7931822 4103135 132
US8296925 4103707 180
WO2011101858A1 4104230 192
US5765997 4104742 171
US7998344 4105239 30
US7998343 4105382 154
WO2012011951A1 4105967 171
US7722770 4106621 97
US7722773 4107011 125
US7666310 4107379 54
US7736509 4107699 99
US7454295 4108191 136
US7666314 4108830 122
US7666315 4109234 140
US7666318 4109859 114
WO2010018261A1 4110302 184
EP0266476A2 4111143 115
EP0266476A3 4111631 115
EP0735178A1 4112119 168
WO2010073838A1 4112604 194
US7608171 4113197 136
US20090267562A1 4113570 95
US7588722 4113927 225
US7959872 4114556 151
US7655149 4115158 154
US7655143 4115675 149
US7655142 4116321 75
US7655145 4116591 163
WO2000028129A1 4117196 222
US8322634 4117659 106
US7938965 4118055 93
US20080008399A1 4118473 222
US7938966 4118941 253
US8006551 4119511 70
US7722820 4119793 121
EP1214647A2 4120298 162
US8048303 4120769 78
US20080226119A1 4121151 60
US5552051 4121412 164
US7364658 4122146 132
US20080159614A1 4122574 92
US7948557 4122899 112
US8062782 4123232 163
US20120215628A1 4123608 109
US7368057 4124056 83
EP0290994A2 4124373 79
EP0290994A3 4124732 79
US7416666 4125091 68
US7416669 4125342 66
US7416668 4125670 87
US20090152348A1 4126202 165
US20110072048A1 4126762 149
US5058401 4127336 269
US7499916 4128001 194
US7686797 4128672 147
US7901606 4129105 129
US7513935 4129565 240
US7497956 4130309 175
US7513931 4130935 210
US7497951 4131664 80
US7497952 4132090 94
US7497953 4132520 175
US7972500 4133323 142
US20070298316A1 4133856 127
US7972505 4134191 139
US7455763 4134670 221
US6094948 4135315 136
US7438799 4135708 80
US7882141 4135984 125
WO2012116065A2 4136310 189
US7390418 4136903 167
US20110191965A1 4137505 83
US8102427 4137772 242
US7390410 4138355 73
US7839119 4138668 138
EP2372006A2 4139110 81
US3709433 4139344 54
US8020710 4139548 69
US20120051628A1 4139795 251
WO2002004733A1 4140397 148
US7625489 4140861 54
US7790039 4141121 49
US7790038 4141357 58
US20090011972A1 4141628 198
US7625484 4142379 157
US7790035 4142809 162
US7625486 4143359 49
US7790033 4143597 91
US7790032 4143993 59
US6272245 4144262 223
US7846328 4144935 113
US7935256 4145529 221
US7935251 4146127 159
US7671173 4146630 69
US7819956 4146974 134
US20070192176A1 4147626 340
US8249398 4148776 83
US20010031103A1 4149006 163
US20120118023A1 4149499 193
US7501060 4150213 117
US7501061 4150603 70
US7501064 4150873 145
US7501067 4151484 62
US20070237425A1 4151727 160
WO2004010381A1 4152136 43
WO2003010708A1 4152364 113
US7514004 4152985 106
US7514007 4153498 149
US7514009 4153977 105
US20030001846A1 4154397 151
US20100100835A1 4154917 220
US7785468 4155639 23
US20120078551A1 4155761 97
US8018494 4156169 187
US20110020681A1 4156721 168
US5724224 4157074 104
US20110176734A1 4157357 127
US7860320 4157767 83
US8019169 4158069 119
US7754083 4158421 222
US7754080 4159212 160
US7754081 4159743 127
US7754086 4160264 116
US7678235 4160693 93
US7807040 4161111 106
US7678238 4161585 190
US6445809 4162236 202
US7955853 4162929 160
EP2446956A1 4163394 284
USR41595 4164019 22
US7862780 4164159 112
US7862784 4164608 41
US7862786 4164839 52
US7762740 4165020 139
WO1997002724A1 4165669 231
US7659348 4166493 145
US7749388 4166980 133
WO2011067955A1 4167515 165
US7370533 4168041 167
US7504030 4168791 153
US7352152 4169328 115
US7749386 4169700 143
US7598371 4170253 179
US20100176221A1 4170973 106
US7963338 4171369 71
US8048298 4171594 136
WO2006063531A1 4172048 96
US7897050 4172380 35
US7897053 4172561 152
US7727400 4173049 112
US7727404 4173432 196
US7727405 4174132 87
WO2011125743A1 4174563 173
US7770830 4175041 214
US7859590 4175904 152
US7641055 4176256 144
US20040208343A1 4176788 293
US20120154579A1 4177846 107
US20120308123A1 4178160 161
US7785469 4178611 154
US20100037661A1 4179216 143
US7749384 4179499 116
US7507340 4179965 160
US8014132 4180540 57
US7513995 4180741 193
US8017740 4181443 94
US3600731 4181936 113
WO1996017690A1 4182359 107
US8002988 4182762 156
US7998352 4183319 124
US20030097250A1 4183769 99
US7895208 4184077 163
US7815802 4184515 71
US7556961 4184831 97
US7455997 4185157 378
US7722768 4186377 178
US7556962 4186866 141
US7785467 4187368 85
US7736519 4187776 132
US7736514 4188254 110
US7972512 4188691 155
US6345275 4189430 141
US7736510 4189886 150
US7736511 4190370 111
US7736512 4190866 242
US7736513 4191817 198
US20070251828A1 4192696 152
US7912291 4193118 80
US7431832 4193486 148
US7967984 4193867 113
US7431834 4194251 166
US7431839 4194766 70
US7531268 4195146 186
US7632407 4195509 152
US7632400 4196038 154
US7632409 4196401 310
US7632408 4197308 172
US20100321871A1 4197987 71
US8011643 4198206 59
US7988866 4198445 129
US7722839 4198880 161
US8048681 4199323 162
US6400853 4199781 154
EP0115517A1 4200286 516
US20100063978A1 4201129 99
US7815864 4201484 51
US7481969 4201803 137
US7866060 4202333 135
US6704450 4202861 105
EP1652122A2 4203183 162
US8075782 4203712 141
US8075780 4204237 99
US8075781 4204665 141
US8075784 4205190 172
US20090268039A1 4205920 79
US7922425 4206217 175
US20060197764A1 4206760 151
US7597801 4207308 156
US5327067 4207869 200
US7597809 4208587 116
US7597808 4208973 77
US20120042996A1 4209283 231
US20070105010A1 4209839 130
US5764035 4210371 243
US7972517 4210854 152
US7819944 4211240 136
US5017343 4211646 209
US5572728 4212414 139
US7491298 4212893 164
US7455778 4213418 221
US7883627 4213951 165
US7883626 4214417 176
US7883625 4215020 119
US7972511 4215380 161
US7455773 4215942 84
US20090319472A1 4216472 152
US7906025 4217158 123
US8038875 4217560 187
US7943047 4218183 134
US7371324 4218595 186
US7510540 4219297 151
US7713418 4219627 175
US7390400 4220219 137
US7390404 4220706 95
US7951298 4221069 208
US3977606 4221656 266
US7951296 4222576 168
US7951297 4223191 97
US8034286 4223620 61
US8034289 4223888 144
US7713416 4224458 103
US5961047 4224875 194
US7887706 4225557 127
US7713417 4226112 166
US20110197882A1 4226781 167
US7833420 4227402 93
US20090238465A1 4227682 137
EP1546447A1 4228069 266
US7625492 4228393 93
US7625490 4228823 63
US7625491 4229108 128
US7799293 4229576 166
US7846334 4230186 134
US20060152908A1 4230778 160
US7995805 4231216 107
US20090241267A1 4231533 132
US20100211397A1 4232013 103
US7901585 4232381 114
US7404892 4232824 144
US7404894 4233335 123
US7404897 4233705 119
US7404899 4234221 179
US7968064 4235011 69
US7514256 4235348 169
US8236240 4236030 216
US7960455 4236757 148
US20060054205A1 4237448 184
US7743928 4238230 209
US6276379 4239139 92
US7837959 4239614 97
US7662306 4239953 121
US20040024758A1 4240468 147
US7785478 4240861 47
US20100308725A1 4241143 196
US7392814 4241645 91
US7638067 4242066 129
US7534851 4242286 135
US7638060 4242808 33
US7638063 4242982 171
US7850849 4243510 182
US7807053 4244315 123
US20050225284A1 4244716 57
US7807056 4244936 154
US7598296 4245465 193
EP1918442A2 4246029 103
US20080042618A1 4246336 92
EP2371202A3 4246761 134
US5040095 4247160 179
US7708885 4247873 118
WO2001036105A1 4248226 237
US8054932 4248719 163
US5488842 4249350 207
US5820442 4249998 136
WO2007136030A1 4250549 265
US20100310138A1 4251122 106
US7425700 4251628 54
US20120067979A1 4251908 129
US20100139711A1 4252423 44
US5929601 4252652 278
US7985337 4253426 180
US7985338 4253992 55
US20120033363A1 4254319 73
US7897047 4254526 178
US7897045 4255180 120
US7897042 4255660 50
US7897041 4255885 183
US7897048 4256489 70
US7579175 4256703 151
US7662279 4257181 149
US8047030 4257620 155
US7162058 4258081 116
US7569148 4258506 109
US7662277 4258981 44
US7357863 4259199 50
US7955839 4259400 138
US7393969 4259894 41
US7963508 4260177 179
US20080115080A1 4260796 136
US7708150 4261170 26
US7628929 4261322 50
US7927566 4261593 231
US7824549 4262667 125
US7628925 4262980 153
US7628927 4263474 228
US5583744 4264265 161
US7553422 4264766 64
US20120316660A1 4265045 94
US20120294531A1 4265370 114
US20100203368A1 4265665 71
US6078496 4265999 161
US7727505 4266504 118
US8002874 4266822 44
US7981298 4267112 201
US7722769 4267918 54
US7981293 4268167 229
US7981292 4269014 173
US7981291 4269647 138
US6002583 4270018 101
US7666370 4270338 169
US7459075 4270897 37
US7459074 4271101 163
US7459077 4271745 153
US7459076 4272152 161
US20090060294A1 4272747 140
US20120314917A1 4273209 133
US6424746 4273657 104
US20120244408A1 4273999 133
WO2012128382A1 4274329 154
